project_id,project_name,client_name,service_type,model_accuracy,data_volume_gb,automation_savings,status,start_date,deployment_date
273,AI Project 273,AI Client 273,NLP,93.75297399,250,153292,Completed,04/29/2024,04/10/2024
274,AI Project 274,AI Client 274,Predictive Analytics,81.7345117,426,318005,Completed,05/17/2024,09/23/2024
275,AI Project 275,AI Client 275,Predictive Analytics,75.6243661,69,295316,Active,02/11/2024,07/07/2024
276,AI Project 276,AI Client 276,Automation,91.91711752,771,805849,Active,04/02/2024,07/30/2024
277,AI Project 277,AI Client 277,Computer Vision,81.35408865,40,990476,Testing,01/15/2024,09/28/2024
278,AI Project 278,AI Client 278,Computer Vision,95.58768438,461,539347,Completed,03/19/2024,09/16/2024
279,AI Project 279,AI Client 279,Predictive Analytics,91.99516028,267,407808,Active,03/22/2024,08/30/2024
280,AI Project 280,AI Client 280,Machine Learning,91.51802353,597,870847,Completed,03/18/2024,12/03/2024
281,AI Project 281,AI Client 281,Machine Learning,87.06823975,11,797385,Completed,03/25/2024,05/09/2024
282,AI Project 282,AI Client 282,NLP,85.76762103,107,219356,Testing,05/21/2024,09/25/2024
283,AI Project 283,AI Client 283,NLP,77.1088198,442,561525,Active,05/02/2024,07/16/2024
284,AI Project 284,AI Client 284,Automation,75.74234764,10,841414,Completed,04/25/2024,05/28/2024
285,AI Project 285,AI Client 285,Automation,91.6125446,712,856376,Testing,03/21/2024,07/17/2024
286,AI Project 286,AI Client 286,Data Analytics,91.3283173,95,238896,Completed,07/22/2024,04/13/2024
287,AI Project 287,AI Client 287,Automation,84.80067296,839,229455,Testing,04/02/2024,05/11/2024
288,AI Project 288,AI Client 288,NLP,96.7515047,271,617165,Active,01/16/2024,12/23/2024
289,AI Project 289,AI Client 289,Computer Vision,92.37430004,458,184384,Completed,02/06/2024,07/29/2024
290,AI Project 290,AI Client 290,Data Analytics,90.4346324,321,734774,Completed,04/09/2024,11/22/2024
291,AI Project 291,AI Client 291,Machine Learning,81.26178255,147,467768,Active,02/25/2024,09/17/2024
292,AI Project 292,AI Client 292,NLP,89.86718129,214,682346,Testing,02/02/2024,06/23/2024
293,AI Project 293,AI Client 293,Machine Learning,80.79517811,545,399973,Completed,05/31/2024,04/08/2024
294,AI Project 294,AI Client 294,Machine Learning,93.09565653,304,871405,Active,05/05/2024,07/22/2024
295,AI Project 295,AI Client 295,Machine Learning,90.88978699,615,996884,Testing,04/09/2024,04/15/2024
296,AI Project 296,AI Client 296,Predictive Analytics,95.48980034,252,309807,Testing,01/16/2024,04/15/2024
297,AI Project 297,AI Client 297,Computer Vision,76.30628735,541,232463,Testing,05/10/2024,04/23/2024
298,AI Project 298,AI Client 298,Automation,94.3937347,206,318381,Testing,07/16/2024,08/31/2024
299,AI Project 299,AI Client 299,Automation,80.63867881,271,447423,Completed,05/10/2024,10/28/2024
300,AI Project 300,AI Client 300,NLP,88.63221395,56,523146,Completed,07/30/2024,10/30/2024
